Najwa already analysed this one.
good data but confusing activation energies
can use to convert date serial number to seconds elapsed


Time(YYYY-MM-DD HH-MM-SS)	 Date Serial Number 	 Potential (Volts)	 Temperature(Cesius)
2.0140506161140e+013	7.357256747685185e+005		1.6468928855507e+002
2.0140506161140e+013	7.357256747685185e+005		1.6469432729162e+002
2.0140506161141e+013	7.357256747800926e+005		1.6468928855507e+002
2.0140506161141e+013	7.357256747800926e+005		1.6475799344782e+002
2.0140506161142e+013	7.357256747916667e+005		1.6469180792382e+002
2.0140506161142e+013	7.357256747916667e+005		1.6469684665847e+002
2.0140506161143e+013	7.357256748032407e+005		1.6469432729162e+002
2.0140506161143e+013	7.357256748032407e+005		1.6469432729162e+002
2.0140506161144e+013	7.357256748148148e+005		1.6468928855507e+002
2.0140506161144e+013	7.357256748148148e+005		1.6469180792382e+002
2.0140506161145e+013	7.357256748263890e+005		1.6469432729162e+002
2.0140506161146e+013	7.357256748379630e+005		1.6469684665847e+002
2.0140506161146e+013	7.357256748379630e+005		1.6469432729162e+002
2.0140506161147e+013	7.357256748495371e+005		1.6468928855507e+002
2.0140506161147e+013	7.357256748495371e+005		1.6469432729162e+002
2.0140506161148e+013	7.357256748611111e+005		1.6469432729162e+002
2.0140506161148e+013	7.357256748611111e+005		1.6469180792382e+002
2.0140506161149e+013	7.357256748726852e+005		1.6469432729162e+002
2.0140506161149e+013	7.357256748726852e+005		1.6469180792382e+002
2.0140506161150e+013	7.357256748842592e+005		1.6469684665847e+002
2.0140506161150e+013	7.357256748842592e+005		1.6469180792382e+002
2.0140506161151e+013	7.357256748958334e+005		1.6469432729162e+002
2.0140506161151e+013	7.357256748958334e+005		1.6469684665847e+002
2.0140506161152e+013	7.357256749074074e+005		1.6469684665847e+002
2.0140506161152e+013	7.357256749074074e+005		1.6469432729162e+002
2.0140506161153e+013	7.357256749189815e+005		1.6469684665847e+002
2.0140506161153e+013	7.357256749189815e+005		1.6469684665847e+002
2.0140506161154e+013	7.357256749305555e+005		1.6469936602437e+002
2.0140506161154e+013	7.357256749305555e+005		1.6469432729162e+002
2.0140506161155e+013	7.357256749421296e+005		1.6469432729162e+002
2.0140506161155e+013	7.357256749421296e+005		1.6469432729162e+002
2.0140506161156e+013	7.357256749537037e+005		1.6469684665847e+002
2.0140506161156e+013	7.357256749537037e+005		1.6470188538933e+002
2.0140506161157e+013	7.357256749652778e+005		1.6469684665847e+002
2.0140506161157e+013	7.357256749652778e+005		1.6469936602437e+002
2.0140506161158e+013	7.357256749768519e+005		1.6469684665847e+002
2.0140506161158e+013	7.357256749768519e+005		1.6469684665847e+002
2.0140506161159e+013	7.357256749884259e+005		1.6469684665847e+002
2.0140506161159e+013	7.357256749884259e+005		1.6469936602437e+002
2.0140506161200e+013	7.357256750000001e+005		1.6470188538933e+002
2.0140506161200e+013	7.357256750000001e+005		1.6469180792382e+002
2.0140506161201e+013	7.357256750115741e+005		1.6470188538933e+002
2.0140506161201e+013	7.357256750115741e+005		1.6470188538933e+002
2.0140506161202e+013	7.357256750231482e+005		1.6470188538933e+002
2.0140506161202e+013	7.357256750231482e+005		1.6469432729162e+002
2.0140506161203e+013	7.357256750347222e+005		1.6469936602437e+002
2.0140506161203e+013	7.357256750347222e+005		1.6469432729162e+002
2.0140506161204e+013	7.357256750462963e+005		1.6469432729162e+002
2.0140506161204e+013	7.357256750462963e+005		1.6469684665847e+002
2.0140506161205e+013	7.357256750578703e+005		1.6469684665847e+002
2.0140506161205e+013	7.357256750578703e+005		1.6468928855507e+002
2.0140506161206e+013	7.357256750694445e+005		1.6469432729162e+002
2.0140506161206e+013	7.357256750694445e+005		1.6469180792382e+002
2.0140506161207e+013	7.357256750810185e+005		1.6469180792382e+002
2.0140506161207e+013	7.357256750810185e+005		1.6469684665847e+002
2.0140506161208e+013	7.357256750925926e+005		1.6469684665847e+002
2.0140506161209e+013	7.357256751041666e+005		1.6468676918537e+002
2.0140506161209e+013	7.357256751041666e+005		1.6468928855507e+002
2.0140506161210e+013	7.357256751157407e+005		1.6468928855507e+002
2.0140506161210e+013	7.357256751157407e+005		1.6469432729162e+002
2.0140506161211e+013	7.357256751273149e+005		1.6469684665847e+002
2.0140506161211e+013	7.357256751273149e+005		1.6469432729162e+002
2.0140506161212e+013	7.357256751388889e+005		1.6469180792382e+002
2.0140506161212e+013	7.357256751388889e+005		1.6468928855507e+002
2.0140506161213e+013	7.357256751504630e+005		1.6468928855507e+002
2.0140506161213e+013	7.357256751504630e+005		1.6469684665847e+002
2.0140506161214e+013	7.357256751620370e+005		1.6468928855507e+002
2.0140506161214e+013	7.357256751620370e+005		1.6469432729162e+002
2.0140506161215e+013	7.357256751736112e+005		1.6468928855507e+002
2.0140506161215e+013	7.357256751736112e+005		1.6468676918537e+002
2.0140506161216e+013	7.357256751851852e+005		1.6469180792382e+002
2.0140506161216e+013	7.357256751851852e+005		1.6469180792382e+002
2.0140506161217e+013	7.357256751967593e+005		1.6469180792382e+002
2.0140506161217e+013	7.357256751967593e+005		1.6469432729162e+002
2.0140506161218e+013	7.357256752083333e+005		1.6469432729162e+002
2.0140506161218e+013	7.357256752083333e+005		1.6468928855507e+002
2.0140506161219e+013	7.357256752199074e+005		1.6468928855507e+002
2.0140506161219e+013	7.357256752199074e+005		1.6469180792382e+002
2.0140506161220e+013	7.357256752314814e+005		1.6469180792382e+002
2.0140506161220e+013	7.357256752314814e+005		1.6468676918537e+002
2.0140506161221e+013	7.357256752430556e+005		1.6468928855507e+002
2.0140506161221e+013	7.357256752430556e+005		1.6468173044312e+002
2.0140506161222e+013	7.357256752546296e+005		1.6468676918537e+002
2.0140506161222e+013	7.357256752546296e+005		1.6468424981472e+002
2.0140506161223e+013	7.357256752662037e+005		1.6468424981472e+002
2.0140506161223e+013	7.357256752662037e+005		1.6468173044312e+002
2.0140506161224e+013	7.357256752777778e+005		1.6468173044312e+002
2.0140506161224e+013	7.357256752777778e+005		1.6467921107057e+002
2.0140506161225e+013	7.357256752893518e+005		1.6468173044312e+002
2.0140506161225e+013	7.357256752893518e+005		1.6467921107057e+002
2.0140506161226e+013	7.357256753009260e+005		1.6467669169707e+002
2.0140506161226e+013	7.357256753009260e+005		1.6467417232263e+002
2.0140506161227e+013	7.357256753125000e+005		1.6467669169707e+002
2.0140506161227e+013	7.357256753125000e+005		1.6467921107057e+002
2.0140506161228e+013	7.357256753240741e+005		1.6467921107057e+002
2.0140506161228e+013	7.357256753240741e+005		1.6466913357088e+002
2.0140506161229e+013	7.357256753356481e+005		1.6467669169707e+002
2.0140506161229e+013	7.357256753356481e+005		1.6467669169707e+002
2.0140506161230e+013	7.357256753472223e+005		1.6467417232263e+002
2.0140506161230e+013	7.357256753472223e+005		1.6467165294723e+002
2.0140506161231e+013	7.357256753587963e+005		1.6467165294723e+002
2.0140506161232e+013	7.357256753703704e+005		1.6467165294723e+002
2.0140506161232e+013	7.357256753703704e+005		1.6466913357088e+002
2.0140506161233e+013	7.357256753819444e+005		1.6467165294723e+002
2.0140506161233e+013	7.357256753819444e+005		1.6466913357088e+002
2.0140506161234e+013	7.357256753935185e+005		1.6467165294723e+002
2.0140506161234e+013	7.357256753935185e+005		1.6466409481533e+002
2.0140506161235e+013	7.357256754050925e+005		1.6466661419358e+002
2.0140506161235e+013	7.357256754050925e+005		1.6466661419358e+002
2.0140506161236e+013	7.357256754166667e+005		1.6466913357088e+002
2.0140506161236e+013	7.357256754166667e+005		1.6466661419358e+002
2.0140506161237e+013	7.357256754282408e+005		1.6466409481533e+002
2.0140506161237e+013	7.357256754282408e+005		1.6466913357088e+002
2.0140506161238e+013	7.357256754398148e+005		1.6466661419358e+002
2.0140506161238e+013	7.357256754398148e+005		1.6466409481533e+002
2.0140506161239e+013	7.357256754513889e+005		1.6466661419358e+002
2.0140506161239e+013	7.357256754513889e+005		1.6466913357088e+002
2.0140506161240e+013	7.357256754629629e+005		1.6466157543614e+002
2.0140506161240e+013	7.357256754629629e+005		1.6466661419358e+002
2.0140506161241e+013	7.357256754745371e+005		1.6466409481533e+002
2.0140506161241e+013	7.357256754745371e+005		1.6466157543614e+002
2.0140506161242e+013	7.357256754861111e+005		1.6466409481533e+002
2.0140506161242e+013	7.357256754861111e+005		1.6465905605599e+002
2.0140506161243e+013	7.357256754976852e+005		1.6465905605599e+002
2.0140506161243e+013	7.357256754976852e+005		1.6465905605599e+002
2.0140506161244e+013	7.357256755092592e+005		1.6466661419358e+002
2.0140506161244e+013	7.357256755092592e+005		1.6466157543614e+002
2.0140506161245e+013	7.357256755208334e+005		1.6466409481533e+002
2.0140506161245e+013	7.357256755208334e+005		1.6466409481533e+002
2.0140506161246e+013	7.357256755324074e+005		1.6466157543614e+002
2.0140506161246e+013	7.357256755324074e+005		1.6465905605599e+002
2.0140506161247e+013	7.357256755439815e+005		1.6466409481533e+002
2.0140506161247e+013	7.357256755439815e+005		1.6466157543614e+002
2.0140506161248e+013	7.357256755555555e+005		1.6465905605599e+002
2.0140506161248e+013	7.357256755555555e+005		1.6465905605599e+002
2.0140506161249e+013	7.357256755671296e+005		1.6466157543614e+002
2.0140506161249e+013	7.357256755671296e+005		1.6465905605599e+002
2.0140506161250e+013	7.357256755787038e+005		1.6466157543614e+002
2.0140506161250e+013	7.357256755787038e+005		1.6465653667489e+002
2.0140506161251e+013	7.357256755902778e+005		1.6465653667489e+002
2.0140506161251e+013	7.357256755902778e+005		1.6466409481533e+002
2.0140506161252e+013	7.357256756018519e+005		1.6465149790984e+002
2.0140506161252e+013	7.357256756018519e+005		1.6466157543614e+002
2.0140506161253e+013	7.357256756134259e+005		1.6466409481533e+002
2.0140506161253e+013	7.357256756134259e+005		1.6465905605599e+002
2.0140506161254e+013	7.357256756250000e+005		1.6465401729284e+002
2.0140506161255e+013	7.357256756365740e+005		1.6465905605599e+002
2.0140506161255e+013	7.357256756365740e+005		1.6466157543614e+002
2.0140506161256e+013	7.357256756481482e+005		1.6466157543614e+002
2.0140506161256e+013	7.357256756481482e+005		1.6466157543614e+002
2.0140506161257e+013	7.357256756597222e+005		1.6465905605599e+002
2.0140506161257e+013	7.357256756597222e+005		1.6466157543614e+002
2.0140506161258e+013	7.357256756712963e+005		1.6465905605599e+002
2.0140506161258e+013	7.357256756712963e+005		1.6465905605599e+002
2.0140506161259e+013	7.357256756828703e+005		1.6465905605599e+002
2.0140506161259e+013	7.357256756828703e+005		1.6465905605599e+002
2.0140506161300e+013	7.357256756944445e+005		1.6465653667489e+002
2.0140506161300e+013	7.357256756944445e+005		1.6465905605599e+002
2.0140506161301e+013	7.357256757060185e+005		1.6465653667489e+002
2.0140506161301e+013	7.357256757060185e+005		1.6465905605599e+002
2.0140506161302e+013	7.357256757175926e+005		1.6465905605599e+002
2.0140506161302e+013	7.357256757175926e+005		1.6465401729284e+002
2.0140506161303e+013	7.357256757291667e+005		1.6465653667489e+002
2.0140506161303e+013	7.357256757291667e+005		1.6466157543614e+002
2.0140506161304e+013	7.357256757407407e+005		1.6466157543614e+002
2.0140506161304e+013	7.357256757407407e+005		1.6466409481533e+002
2.0140506161305e+013	7.357256757523149e+005		1.6465905605599e+002
2.0140506161305e+013	7.357256757523149e+005		1.6466157543614e+002
2.0140506161306e+013	7.357256757638889e+005		1.6465905605599e+002
2.0140506161306e+013	7.357256757638889e+005		1.6466661419358e+002
2.0140506161307e+013	7.357256757754630e+005		1.6465905605599e+002
2.0140506161307e+013	7.357256757754630e+005		1.6466409481533e+002
2.0140506161308e+013	7.357256757870370e+005		1.6466157543614e+002
2.0140506161308e+013	7.357256757870370e+005		1.6466157543614e+002
2.0140506161309e+013	7.357256757986111e+005		1.6466661419358e+002
2.0140506161309e+013	7.357256757986111e+005		1.6466157543614e+002
2.0140506161310e+013	7.357256758101851e+005		1.6466661419358e+002
2.0140506161310e+013	7.357256758101851e+005		1.6466157543614e+002
2.0140506161311e+013	7.357256758217593e+005		1.6466409481533e+002
2.0140506161311e+013	7.357256758217593e+005		1.6465653667489e+002
2.0140506161312e+013	7.357256758333333e+005		1.6466157543614e+002
2.0140506161312e+013	7.357256758333333e+005		1.6466409481533e+002
2.0140506161313e+013	7.357256758449074e+005		1.6465905605599e+002
2.0140506161313e+013	7.357256758449074e+005		1.6466661419358e+002
2.0140506161314e+013	7.357256758564815e+005		1.6466661419358e+002
2.0140506161314e+013	7.357256758564815e+005		1.6466661419358e+002
2.0140506161315e+013	7.357256758680556e+005		1.6466409481533e+002
2.0140506161315e+013	7.357256758680556e+005		1.6466661419358e+002
2.0140506161316e+013	7.357256758796297e+005		1.6466157543614e+002
2.0140506161316e+013	7.357256758796297e+005		1.6466157543614e+002
2.0140506161317e+013	7.357256758912037e+005		1.6466661419358e+002
2.0140506161318e+013	7.357256759027778e+005		1.6466913357088e+002
2.0140506161318e+013	7.357256759027778e+005		1.6466409481533e+002
2.0140506161319e+013	7.357256759143518e+005		1.6466661419358e+002
2.0140506161319e+013	7.357256759143518e+005		1.6466409481533e+002
2.0140506161320e+013	7.357256759259260e+005		1.6466409481533e+002
2.0140506161320e+013	7.357256759259260e+005		1.6466913357088e+002
2.0140506161321e+013	7.357256759375000e+005		1.6467165294723e+002
2.0140506161321e+013	7.357256759375000e+005		1.6466409481533e+002
2.0140506161322e+013	7.357256759490741e+005		1.6466913357088e+002
2.0140506161322e+013	7.357256759490741e+005		1.6466913357088e+002
2.0140506161323e+013	7.357256759606481e+005		1.6466661419358e+002
2.0140506161323e+013	7.357256759606481e+005		1.6467165294723e+002
2.0140506161324e+013	7.357256759722222e+005		1.6467165294723e+002
2.0140506161324e+013	7.357256759722222e+005		1.6467165294723e+002
2.0140506161325e+013	7.357256759837963e+005		1.6466913357088e+002
2.0140506161325e+013	7.357256759837963e+005		1.6467165294723e+002
2.0140506161326e+013	7.357256759953704e+005		1.6467417232263e+002
2.0140506161326e+013	7.357256759953704e+005		1.6466661419358e+002
2.0140506161327e+013	7.357256760069445e+005		1.6467165294723e+002
2.0140506161327e+013	7.357256760069445e+005		1.6467165294723e+002
2.0140506161328e+013	7.357256760185185e+005		1.6467417232263e+002
2.0140506161328e+013	7.357256760185185e+005		1.6467669169707e+002
2.0140506161329e+013	7.357256760300926e+005		1.6467417232263e+002
2.0140506161329e+013	7.357256760300926e+005		1.6467921107057e+002
2.0140506161330e+013	7.357256760416667e+005		1.6467417232263e+002
2.0140506161330e+013	7.357256760416667e+005		1.6467921107057e+002
2.0140506161331e+013	7.357256760532408e+005		1.6467921107057e+002
2.0140506161331e+013	7.357256760532408e+005		1.6467669169707e+002
2.0140506161332e+013	7.357256760648148e+005		1.6468173044312e+002
2.0140506161332e+013	7.357256760648148e+005		1.6467921107057e+002
2.0140506161333e+013	7.357256760763889e+005		1.6467921107057e+002
2.0140506161333e+013	7.357256760763889e+005		1.6468424981472e+002
2.0140506161334e+013	7.357256760879629e+005		1.6468173044312e+002
2.0140506161334e+013	7.357256760879629e+005		1.6468173044312e+002
2.0140506161335e+013	7.357256760995371e+005		1.6468173044312e+002
2.0140506161335e+013	7.357256760995371e+005		1.6468424981472e+002
2.0140506161336e+013	7.357256761111111e+005		1.6468676918537e+002
2.0140506161336e+013	7.357256761111111e+005		1.6468424981472e+002
2.0140506161337e+013	7.357256761226852e+005		1.6468424981472e+002
2.0140506161337e+013	7.357256761226852e+005		1.6468676918537e+002
2.0140506161338e+013	7.357256761342592e+005		1.6468676918537e+002
2.0140506161338e+013	7.357256761342592e+005		1.6468424981472e+002
2.0140506161339e+013	7.357256761458333e+005		1.6468676918537e+002
2.0140506161340e+013	7.357256761574075e+005		1.6468928855507e+002
2.0140506161340e+013	7.357256761574075e+005		1.6468676918537e+002
2.0140506161341e+013	7.357256761689815e+005		1.6468928855507e+002
2.0140506161341e+013	7.357256761689815e+005		1.6468676918537e+002
2.0140506161342e+013	7.357256761805556e+005		1.6469180792382e+002
2.0140506161342e+013	7.357256761805556e+005		1.6468928855507e+002
2.0140506161343e+013	7.357256761921296e+005		1.6469180792382e+002
2.0140506161343e+013	7.357256761921296e+005		1.6468928855507e+002
2.0140506161344e+013	7.357256762037037e+005		1.6468928855507e+002
2.0140506161344e+013	7.357256762037037e+005		1.6469180792382e+002
2.0140506161345e+013	7.357256762152778e+005		1.6469180792382e+002
2.0140506161345e+013	7.357256762152778e+005		1.6469432729162e+002
2.0140506161346e+013	7.357256762268519e+005		1.6469684665847e+002
2.0140506161346e+013	7.357256762268519e+005		1.6469180792382e+002
2.0140506161347e+013	7.357256762384259e+005		1.6469432729162e+002
2.0140506161347e+013	7.357256762384259e+005		1.6469936602437e+002
2.0140506161348e+013	7.357256762500000e+005		1.6469432729162e+002
2.0140506161348e+013	7.357256762500000e+005		1.6469684665847e+002
2.0140506161349e+013	7.357256762615740e+005		1.6469432729162e+002
2.0140506161349e+013	7.357256762615740e+005		1.6469684665847e+002
2.0140506161350e+013	7.357256762731482e+005		1.6469432729162e+002
2.0140506161350e+013	7.357256762731482e+005		1.6469684665847e+002
2.0140506161351e+013	7.357256762847222e+005		1.6469684665847e+002
2.0140506161351e+013	7.357256762847222e+005		1.6469684665847e+002
2.0140506161352e+013	7.357256762962963e+005		1.6469684665847e+002
2.0140506161352e+013	7.357256762962963e+005		1.6470188538933e+002
2.0140506161353e+013	7.357256763078704e+005		1.6469432729162e+002
2.0140506161353e+013	7.357256763078704e+005		1.6469684665847e+002
2.0140506161354e+013	7.357256763194444e+005		1.6469432729162e+002
2.0140506161354e+013	7.357256763194444e+005		1.6469432729162e+002
2.0140506161355e+013	7.357256763310186e+005		1.6469684665847e+002
2.0140506161355e+013	7.357256763310186e+005		1.6470188538933e+002
2.0140506161356e+013	7.357256763425926e+005		1.6469684665847e+002
2.0140506161356e+013	7.357256763425926e+005		1.6469684665847e+002
2.0140506161357e+013	7.357256763541667e+005		1.6469936602437e+002
2.0140506161357e+013	7.357256763541667e+005		1.6469684665847e+002
2.0140506161358e+013	7.357256763657407e+005		1.6470188538933e+002
2.0140506161358e+013	7.357256763657407e+005		1.6470440475333e+002
2.0140506161359e+013	7.357256763773148e+005		1.6470188538933e+002
2.0140506161359e+013	7.357256763773148e+005		1.6470440475333e+002
2.0140506161400e+013	7.357256763888889e+005		1.6470188538933e+002
2.0140506161400e+013	7.357256763888889e+005		1.6469936602437e+002
2.0140506161401e+013	7.357256764004630e+005		1.6470692411639e+002
2.0140506161401e+013	7.357256764004630e+005		1.6470188538933e+002
2.0140506161402e+013	7.357256764120370e+005		1.6470692411639e+002
2.0140506161402e+013	7.357256764120370e+005		1.6470692411639e+002
2.0140506161403e+013	7.357256764236111e+005		1.6470188538933e+002
2.0140506161404e+013	7.357256764351851e+005		1.6470188538933e+002
2.0140506161404e+013	7.357256764351851e+005		1.6470440475333e+002
2.0140506161405e+013	7.357256764467593e+005		1.6470440475333e+002
2.0140506161405e+013	7.357256764467593e+005		1.6470440475333e+002
2.0140506161406e+013	7.357256764583334e+005		1.6470692411639e+002
2.0140506161406e+013	7.357256764583334e+005		1.6470440475333e+002
2.0140506161407e+013	7.357256764699074e+005		1.6470188538933e+002
2.0140506161407e+013	7.357256764699074e+005		1.6470188538933e+002
2.0140506161408e+013	7.357256764814815e+005		1.6470188538933e+002
2.0140506161408e+013	7.357256764814815e+005		1.6470440475333e+002
2.0140506161409e+013	7.357256764930555e+005		1.6470440475333e+002
2.0140506161409e+013	7.357256764930555e+005		1.6470440475333e+002
2.0140506161410e+013	7.357256765046297e+005		1.6470692411639e+002
2.0140506161410e+013	7.357256765046297e+005		1.6470440475333e+002
2.0140506161411e+013	7.357256765162037e+005		1.6470440475333e+002
2.0140506161411e+013	7.357256765162037e+005		1.6470944347849e+002
2.0140506161412e+013	7.357256765277778e+005		1.6470944347849e+002
2.0140506161412e+013	7.357256765277778e+005		1.6470692411639e+002
2.0140506161413e+013	7.357256765393518e+005		1.6471448219985e+002
2.0140506161413e+013	7.357256765393518e+005		1.6471448219985e+002
2.0140506161414e+013	7.357256765509259e+005		1.6470944347849e+002
2.0140506161414e+013	7.357256765509259e+005		1.6471196283965e+002
2.0140506161415e+013	7.357256765625000e+005		1.6471196283965e+002
2.0140506161415e+013	7.357256765625000e+005		1.6470944347849e+002
2.0140506161416e+013	7.357256765740741e+005		1.6470944347849e+002
2.0140506161416e+013	7.357256765740741e+005		1.6470944347849e+002
2.0140506161417e+013	7.357256765856481e+005		1.6470440475333e+002
2.0140506161417e+013	7.357256765856481e+005		1.6470944347849e+002
2.0140506161418e+013	7.357256765972222e+005		1.6471196283965e+002
2.0140506161418e+013	7.357256765972222e+005		1.6471196283965e+002
2.0140506161419e+013	7.357256766087964e+005		1.6470692411639e+002
2.0140506161419e+013	7.357256766087964e+005		1.6470692411639e+002
2.0140506161420e+013	7.357256766203704e+005		1.6470692411639e+002
2.0140506161420e+013	7.357256766203704e+005		1.6470692411639e+002
2.0140506161421e+013	7.357256766319445e+005		1.6470440475333e+002
2.0140506161421e+013	7.357256766319445e+005		1.6470944347849e+002
2.0140506161422e+013	7.357256766435185e+005		1.6470692411639e+002
2.0140506161422e+013	7.357256766435185e+005		1.6470944347849e+002
2.0140506161423e+013	7.357256766550926e+005		1.6470692411639e+002
2.0140506161423e+013	7.357256766550926e+005		1.6471448219985e+002
2.0140506161424e+013	7.357256766666666e+005		1.6470944347849e+002
2.0140506161424e+013	7.357256766666666e+005		1.6470944347849e+002
2.0140506161425e+013	7.357256766782408e+005		1.6471448219985e+002
2.0140506161426e+013	7.357256766898148e+005		1.6470692411639e+002
2.0140506161426e+013	7.357256766898148e+005		1.6471196283965e+002
2.0140506161427e+013	7.357256767013889e+005		1.6471448219985e+002
2.0140506161427e+013	7.357256767013889e+005		1.6471196283965e+002
2.0140506161428e+013	7.357256767129629e+005		1.6471196283965e+002
2.0140506161428e+013	7.357256767129629e+005		1.6471196283965e+002
2.0140506161429e+013	7.357256767245370e+005		1.6471196283965e+002
2.0140506161429e+013	7.357256767245370e+005		1.6471448219985e+002
2.0140506161430e+013	7.357256767361111e+005		1.6471448219985e+002
2.0140506161430e+013	7.357256767361111e+005		1.6471196283965e+002
2.0140506161431e+013	7.357256767476852e+005		1.6471196283965e+002
2.0140506161431e+013	7.357256767476852e+005		1.6471448219985e+002
2.0140506161432e+013	7.357256767592593e+005		1.6471448219985e+002
2.0140506161432e+013	7.357256767592593e+005		1.6471448219985e+002
2.0140506161433e+013	7.357256767708333e+005		1.6471448219985e+002
2.0140506161433e+013	7.357256767708333e+005		1.6471196283965e+002
2.0140506161434e+013	7.357256767824075e+005		1.6470944347849e+002
2.0140506161434e+013	7.357256767824075e+005		1.6470944347849e+002
2.0140506161435e+013	7.357256767939815e+005		1.6471700155911e+002
2.0140506161435e+013	7.357256767939815e+005		1.6470692411639e+002
2.0140506161436e+013	7.357256768055556e+005		1.6471196283965e+002
2.0140506161436e+013	7.357256768055556e+005		1.6471448219985e+002
2.0140506161437e+013	7.357256768171296e+005		1.6471196283965e+002
2.0140506161437e+013	7.357256768171296e+005		1.6471448219985e+002
2.0140506161438e+013	7.357256768287037e+005		1.6471196283965e+002
2.0140506161438e+013	7.357256768287037e+005		1.6471700155911e+002
2.0140506161439e+013	7.357256768402777e+005		1.6470692411639e+002
2.0140506161439e+013	7.357256768402777e+005		1.6471700155911e+002
2.0140506161440e+013	7.357256768518519e+005		1.6471196283965e+002
2.0140506161440e+013	7.357256768518519e+005		1.6471196283965e+002
2.0140506161441e+013	7.357256768634259e+005		1.6471196283965e+002
2.0140506161441e+013	7.357256768634259e+005		1.6471448219985e+002
2.0140506161442e+013	7.357256768750000e+005		1.6471700155911e+002
2.0140506161442e+013	7.357256768750000e+005		1.6471448219985e+002
2.0140506161443e+013	7.357256768865740e+005		1.6471448219985e+002
2.0140506161443e+013	7.357256768865740e+005		1.6471196283965e+002
2.0140506161444e+013	7.357256768981481e+005		1.6471196283965e+002
2.0140506161444e+013	7.357256768981481e+005		1.6470944347849e+002
2.0140506161445e+013	7.357256769097223e+005		1.6471952091742e+002
2.0140506161445e+013	7.357256769097223e+005		1.6471448219985e+002
2.0140506161446e+013	7.357256769212963e+005		1.6471448219985e+002
2.0140506161446e+013	7.357256769212963e+005		1.6470944347849e+002
2.0140506161447e+013	7.357256769328704e+005		1.6471196283965e+002
2.0140506161447e+013	7.357256769328704e+005		1.6471196283965e+002
2.0140506161448e+013	7.357256769444444e+005		1.6471196283965e+002
2.0140506161449e+013	7.357256769560186e+005		1.6470692411639e+002
2.0140506161449e+013	7.357256769560186e+005		1.6471448219985e+002
2.0140506161450e+013	7.357256769675926e+005		1.6471196283965e+002
2.0140506161450e+013	7.357256769675926e+005		1.6470692411639e+002
2.0140506161451e+013	7.357256769791667e+005		1.6470944347849e+002
2.0140506161451e+013	7.357256769791667e+005		1.6471196283965e+002
2.0140506161452e+013	7.357256769907407e+005		1.6470944347849e+002
2.0140506161452e+013	7.357256769907407e+005		1.6470692411639e+002
2.0140506161453e+013	7.357256770023148e+005		1.6471196283965e+002
2.0140506161453e+013	7.357256770023148e+005		1.6470692411639e+002
2.0140506161454e+013	7.357256770138888e+005		1.6470188538933e+002
2.0140506161454e+013	7.357256770138888e+005		1.6471196283965e+002
2.0140506161455e+013	7.357256770254630e+005		1.6470944347849e+002
2.0140506161455e+013	7.357256770254630e+005		1.6470944347849e+002
2.0140506161456e+013	7.357256770370371e+005		1.6470440475333e+002
2.0140506161456e+013	7.357256770370371e+005		1.6470692411639e+002
2.0140506161457e+013	7.357256770486111e+005		1.6471196283965e+002
2.0140506161457e+013	7.357256770486111e+005		1.6470692411639e+002
2.0140506161458e+013	7.357256770601852e+005		1.6470944347849e+002
2.0140506161458e+013	7.357256770601852e+005		1.6470188538933e+002
2.0140506161459e+013	7.357256770717592e+005		1.6470692411639e+002
2.0140506161459e+013	7.357256770717592e+005		1.6470692411639e+002
2.0140506161500e+013	7.357256770833334e+005		1.6470440475333e+002
2.0140506161500e+013	7.357256770833334e+005		1.6470692411639e+002
2.0140506161501e+013	7.357256770949074e+005		1.6470692411639e+002
2.0140506161501e+013	7.357256770949074e+005		1.6470692411639e+002
2.0140506161502e+013	7.357256771064815e+005		1.6470440475333e+002
2.0140506161502e+013	7.357256771064815e+005		1.6470692411639e+002
2.0140506161503e+013	7.357256771180555e+005		1.6470440475333e+002
2.0140506161503e+013	7.357256771180555e+005		1.6470692411639e+002
2.0140506161504e+013	7.357256771296297e+005		1.6470944347849e+002
2.0140506161504e+013	7.357256771296297e+005		1.6470692411639e+002
2.0140506161505e+013	7.357256771412037e+005		1.6470188538933e+002
2.0140506161505e+013	7.357256771412037e+005		1.6470440475333e+002
2.0140506161506e+013	7.357256771527778e+005		1.6469936602437e+002
2.0140506161506e+013	7.357256771527778e+005		1.6470440475333e+002
2.0140506161507e+013	7.357256771643518e+005		1.6469936602437e+002
2.0140506161507e+013	7.357256771643518e+005		1.6469936602437e+002
2.0140506161508e+013	7.357256771759259e+005		1.6470188538933e+002
2.0140506161508e+013	7.357256771759259e+005		1.6470440475333e+002
2.0140506161509e+013	7.357256771875001e+005		1.6470188538933e+002
2.0140506161509e+013	7.357256771875001e+005		1.6470440475333e+002
2.0140506161510e+013	7.357256771990741e+005		1.6469936602437e+002
2.0140506161510e+013	7.357256771990741e+005		1.6469684665847e+002
2.0140506161511e+013	7.357256772106482e+005		1.6470188538933e+002
2.0140506161511e+013	7.357256772106482e+005		1.6469684665847e+002
2.0140506161512e+013	7.357256772222222e+005		1.6469684665847e+002
2.0140506161513e+013	7.357256772337963e+005		1.6469936602437e+002
2.0140506161513e+013	7.357256772337963e+005		1.6469180792382e+002
2.0140506161514e+013	7.357256772453704e+005		1.6469180792382e+002
2.0140506161514e+013	7.357256772453704e+005		1.6470188538933e+002
2.0140506161515e+013	7.357256772569445e+005		1.6469180792382e+002
